,batch_year,OfficerId,EMPLOYEE_CODE,Service_Code,NAME,DOMICILE_STATE,CadreStateCode,Gender_name,CategoryDesc,SSDesc,HandicapStatus,recruitment_types,AADHAR_NUMBER,DATE_OF_BIRTH,DATE_OF_JOINING,Languages_names,mother_tongue_languages_name,DEGREE,DIVISION,SUBJECT1,SUBJECT2,SUBJEC3,INSTITUTION,UNIVERSITY,PASSINGYEAR,CGPA,PERCENTAGE,PostingLocation_Centre_Cadre,PostingType,PostingLevel,Designation,Department,Ministry,Office,Location,Remarks,MajorExperienceDescription,MinorExperienceDescription,tenure_type_types,debartment_type_value
71,1983,64,10688,IAS,Shri Purushottam Aggarwal,Uttarakhand,PB,Male,O.B.C.,Serving,N.A.,Not Available,,1954-11-07 00:00:00,1983-09-01 00:00:00,Bengali,Lepcha,LL.B.,First ,Latin,,,N.A.,N.A.,0,0.0,0.0,Both,Cadre_(Deputation_under_Rule_6(2)(ii),Junior Administrative Grade (Selection Grade),Additional Collector,N.A.,N.A.,N.A.,N.A.,,Land Revenue Mgmt & District Admn,Land Revenue Mgmt & District Admn,N.A.,N.A.
72,1900,35461,28144,IAS,Shri R. Latha ,,JH,Male,O.B.C.,N.A.,N.A.,Direct Recruitment,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,,N.A.,N.A.,,,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,,N.A.
73,1934,14446,8810,IAS,Ms. Raj Bala Verma,Punjab,JK,Male,O.B.C.,Serving,N.A.,Not Available,CFCD208495D565EF66E7DFF9F98764DA,0000-00-00 00:00:00,0000-00-00 00:00:00,Hindi,Lepcha,Graduate,Ordinary ,Pharmacy,,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,,N.A.
74,1900,13870,24876,IAS,Smt. Rajesh Yadav ,,PB,Male,O.B.C.,Serving,N.A.,Direct Recruitment,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,,N.A.,N.A.,,,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,,N.A.
75,1934,14424,7676,IAS,Ms. Ranjeev R Acharya,Odisha,TN,Male,O.B.C.,Serving,N.A.,Not Available,0,0000-00-00 00:00:00,0000-00-00 00:00:00,Hindi,Urdu,B.A. Honours,First ,PoliticalSc.,,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,,N.A.
76,1933,14294,7944,IAS,Ms. Rashmi Verma,Daman & Diu,AM,Male,O.B.C.,Serving,N.A.,Not Available,0,0000-00-00 00:00:00,0000-00-00 00:00:00,Hindi,Lepcha,M.Phil.,First ,PoliticalSc.,,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,Foreign assignment,N.A.
77,1935,14578,9826,IAS,Ms. Rashmi Shukla Sharma,Daman & Diu,KL,Male,O.B.C.,N.A.,N.A.,Not Available,0,0000-00-00 00:00:00,0000-00-00 00:00:00,Hindi,Lepcha,P.G.,First ,Psychology,,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,Last revereted,N.A.
78,1935,14590,11993,IAS,Ms. Reena Venkatarama,Daman & Diu,UD,Male,O.B.C.,Serving,N.A.,Not Available,0,0000-00-00 00:00:00,0000-00-00 00:00:00,Hindi,,M.Phil.,Ordinary ,Histology,,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,,N.A.
79,1900,37423,28520,IAS,Shri Renu Tiwari ,,TR,Male,N.A.,N.A.,N.A.,Direct Recruitment,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,,N.A.,N.A.,,,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,,N.A.
80,1935,14583,11748,IAS,Ms. Rina Ray,Assam Meghalya,XX,Male,O.B.C.,N.A.,N.A.,Not Available,8233D522AD1A4F5140FD05222B210228,0000-00-00 00:00:00,0000-00-00 00:00:00,Hindi,Lepcha,Graduate,First ,PoliticalSc.,Histology,Engineeriing,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,Last revereted,N.A.
81,1900,33056,27898,IAS,Shri Rinchin Tashi ,,XX,Male,O.B.C.,N.A.,N.A.,Direct Recruitment,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,,N.A.,N.A.,,,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,,N.A.
82,1932,14274,8290,IAS,Ms. Rita Teaotia,Tripura,CG,Male,O.B.C.,Serving,N.A.,Not Available,0,0000-00-00 00:00:00,0000-00-00 00:00:00,Hindi,Lepcha,P.G.,Ordinary ,Histology,,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,Terms,N.A.
83,1900,37381,28454,IAS,Shri Ritu ,,GJ,Male,O.B.C.,N.A.,N.A.,Direct Recruitment,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,,N.A.,N.A.,,,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,,N.A.
84,1983,70,2811,IAS,Shri RM Kothari ,Punjab,PB,Male,O.B.C.,Serving,N.A.,Direct Recruitment,,1937-10-26 00:00:00,1992-05-15 00:00:00,Hindi,Lepcha,N.A.,N.A.,,,,N.A.,N.A.,0,0.0,0.0,Both,Cadre_(Deputation_under_Rule_6(2)(ii),Director General Police,N.A.,N.A.,N.A.,N.A.,N.A.,,N.Applicable/N.Available,N.Applicable/N.Available,N.A.,N.A.
85,1954,10125,4108,IAS,Ms. ROMA MAZUMDAR ,Uttarakhand,DD,Male,O.B.C.,Deemed Resigned,N.A.,Direct Recruitment,,0000-00-00 00:00:00,0000-00-00 00:00:00,Bengali,Lepcha,Graduate,Second ,Engineeriing,Philosophy,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,,N.A.
86,1900,13726,26266,IAS,Ms. Roshan Ara Begum ,,AP,Male,O.B.C.,N.A.,N.A.,Direct Recruitment,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,,N.A.,N.A.,,,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,,N.A.
87,1983,72,2813,IAS,Shri Rs Rajoria,Punjab,PB,Male,O.B.C.,Serving,N.A.,Direct Recruitment,,1938-11-01 00:00:00,1992-05-13 00:00:00,Hindi,Lepcha,N.A.,N.A.,,,,N.A.,N.A.,0,0.0,0.0,Both,Cadre_(Deputation_under_Rule_6(2)(ii),Cabinet Secretary,Settlement Commissioner,N.A.,N.A.,N.A.,N.A.,,Land Revenue Mgmt & District Admn,Land Revenue Mgmt & District Admn,N.A.,N.A.
88,1900,26414,27312,IAS,Shri Ruby Borah ,,AP,Male,O.B.C.,N.A.,N.A.,Direct Recruitment,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,,N.A.,N.A.,,,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,,N.A.
89,1900,37334,28427,IAS,Shri S Sangeetha Satyanarayana ,,TN,Male,O.B.C.,N.A.,N.A.,Direct Recruitment,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,,N.A.,N.A.,,,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,,N.A.
90,1900,13718,26271,IAS,Ms. Sadhana Hojai ,,AP,Male,S.C.,Serving,N.A.,Direct Recruitment,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,,N.A.,N.A.,,,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,,N.A.
91,1900,26808,27120,IAS,Shri Sangeeta Singh ,,TR,Male,O.B.C.,N.A.,N.A.,Direct Recruitment,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,,N.A.,N.A.,,,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,,N.A.
92,1900,33069,27903,IAS,Shri Sarala Rai ,,RJ,Male,O.B.C.,N.A.,N.A.,Direct Recruitment,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,,N.A.,N.A.,,,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,,N.A.
93,1900,37093,28307,IAS,Shri Sarmistha ,,UD,Male,O.B.C.,N.A.,N.A.,Direct Recruitment,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,,N.A.,N.A.,,,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,,N.A.
94,1934,14442,10695,IAS,Ms. Seema Bahuguna,Tripura,PB,Male,O.B.C.,N.A.,N.A.,Not Available,0,0000-00-00 00:00:00,0000-00-00 00:00:00,Bengali,Lepcha,P.G.,First ,Histology,,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,Last revereted,N.A.
95,1935,14589,11755,IAS,Ms. Shakuntala Gamli,Arunachal Pradesh,XX,Male,S.C.,N.A.,N.A.,Not Available,0,0000-00-00 00:00:00,0000-00-00 00:00:00,Assamese,,P.G.,Second ,Sociology,,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,Foreign assignment,N.A.
96,1900,31852,27242,IAS,Shri Sharada Singh ,,TR,Male,O.B.C.,N.A.,N.A.,Direct Recruitment,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,,N.A.,N.A.,,,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,,N.A.
97,1933,14316,8806,IAS,Ms. Sheela Kishku Rapaj,Assam Meghalya,JK,Male,S.C.,Serving,N.A.,Not Available,0,0000-00-00 00:00:00,0000-00-00 00:00:00,Bengali,Lepcha,P.G.,First ,EconomicDev.,,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,,N.A.
98,1900,13962,24725,IAS,Ms. Shradhha Mishra ,,TR,Male,O.B.C.,Serving,N.A.,Direct Recruitment,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,,N.A.,N.A.,,,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,,N.A.
99,1900,37335,28428,IAS,Shri SK. Yasmeen Basha ,,TN,Male,O.B.C.,N.A.,N.A.,Direct Recruitment,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,,N.A.,N.A.,,,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,,N.A.
100,1900,13915,25354,IAS,Ms. Smt. E. Sundaravalli ,,SK,Male,O.B.C.,N.A.,N.A.,Direct Recruitment,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,,N.A.,N.A.,,,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,,N.A.
101,1900,13914,25353,IAS,Ms. Smt. G. Latha ,,SK,Male,O.B.C.,N.A.,N.A.,Direct Recruitment,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,,N.A.,N.A.,,,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,,N.A.
102,1900,13971,24710,IAS,Ms. Smt. Neelam Ahalavat ,,TR,Male,O.B.C.,Serving,N.A.,Direct Recruitment,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,,N.A.,N.A.,,,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,,N.A.
103,1900,31821,27209,IAS,Shri Smt. Neelam Ahalavat ,,TR,Male,O.B.C.,N.A.,N.A.,Direct Recruitment,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,,N.A.,N.A.,,,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,,N.A.
104,1900,13979,24783,IAS,Ms. Smt. Pushpa Singh ,,TR,Male,O.B.C.,Serving,N.A.,Direct Recruitment,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,,N.A.,N.A.,,,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,,N.A.
105,1900,31831,27250,IAS,Shri Smt. Pushpa Singh ,,TR,Male,O.B.C.,N.A.,N.A.,Direct Recruitment,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,,N.A.,N.A.,,,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,,N.A.
106,1933,14367,9814,IAS,Ms. Snehlata Shrivastava,Kerala,KL,Male,O.B.C.,Serving,N.A.,Not Available,0,0000-00-00 00:00:00,0000-00-00 00:00:00,Hindi,Lepcha,Graduate,First ,Psychology,Geodesy,Engineeriing,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,Foreign assignment,N.A.
107,1900,27109,27449,IAS,Shri Snehlata Panwar ,,PB,Male,O.B.C.,Serving,N.A.,Direct Recruitment,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,,N.A.,N.A.,,,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,,N.A.
108,1983,71,2812,IAS,Shri Sri Ram Dixit,Punjab,PB,Male,O.B.C.,Serving,N.A.,Direct Recruitment,,1937-11-06 00:00:00,1992-05-13 00:00:00,Hindi,Lepcha,N.A.,N.A.,,,,N.A.,N.A.,0,0.0,0.0,Both,Cadre_(Deputation_under_Rule_6(2)(ii),Cabinet Secretary,Managing Director,N.A.,N.A.,N.A.,Jaipur,,Industries,Industries,N.A.,N.A.
109,1900,36703,28268,IAS,Shri Suchitra Sinha ,,JK,Male,O.B.C.,N.A.,N.A.,Direct Recruitment,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,,N.A.,N.A.,,,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,,N.A.
110,1900,33065,27879,IAS,Shri Sudha Verma ,,TR,Male,N.A.,N.A.,N.A.,Direct Recruitment,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,,N.A.,N.A.,,,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,,N.A.
111,1900,14057,26205,IAS,Ms. Sudipta Chatterjee ,,UD,Male,O.B.C.,N.A.,N.A.,Direct Recruitment,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,,N.A.,N.A.,,,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,,N.A.
112,1929,14140,10461,IAS,Ms. Sujata Dass,Odisha,OD,Male,N.A.,Serving,N.A.,Not Available,0,0000-00-00 00:00:00,0000-00-00 00:00:00,Hindi,Urdu,B.A. Honours,Second ,PoliticalSc.,,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,,N.A.
113,1930,13702,2749,IAS,Ms. Sukhdeep Brar,Odisha,PB,Male,O.B.C.,Termination of Service/Contract,N.A.,Not Available,0,0000-00-00 00:00:00,0000-00-00 00:00:00,Hindi,Urdu,Graduate,Second ,Engineeriing,Histology,PoliticalSc.,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,,N.A.
114,1933,14368,9817,IAS,Ms. Suranjana Ray,Tripura,KL,Male,O.B.C.,Serving,N.A.,Not Available,0,0000-00-00 00:00:00,0000-00-00 00:00:00,Hindi,Bengali,P.G.,First ,EconomicDev.,,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,,N.A.
115,1933,14305,7413,IAS,Ms. T Y Das,Uttarakhand,AP,Male,S.C.,Serving,N.A.,Not Available,0,0000-00-00 00:00:00,0000-00-00 00:00:00,Hindi,,B.A. Honours,Second ,Engineeriing,,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,Foreign assignment,N.A.
116,1983,66,10693,IAS,Shri Tapesh Pawar,Punjab,PB,Male,N.A.,Serving,N.A.,Not Available,,1954-08-20 00:00:00,1983-09-01 00:00:00,,,Graduate,Ordinary ,Physics,ChemicalEngg,MathematicalStats,N.A.,N.A.,0,0.0,0.0,Both,Cadre_(Deputation_under_Rule_6(2)(ii),,Additional Chief Secy,Forests&EnvDeptt,N.A.,N.A.,Rajastha,,Environment & Forests,Environment & Forests,N.A.,N.A.
117,1983,67,2809,IAS,Shri Tola Ram,Punjab,PB,Male,N.A.,Superannuated,N.A.,Not Available,,1954-08-20 00:00:00,1983-07-01 00:00:00,Hindi,Lepcha,Graduate,Third,Physics,ChemicalEngg,MathematicalStats,N.A.,N.A.,0,0.0,0.0,Both,Cadre_(Deputation_under_Rule_6(2)(ii),Director General Police,S D O,N.A.,N.A.,N.A.,N.A.,,Land Revenue Mgmt & District Admn,Land Revenue Mgmt & District Admn,N.A.,N.A.
118,1900,26845,27036,IAS,Shri Ujjaini Datta ,,UD,Male,O.B.C.,N.A.,N.A.,By Selection,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,,N.A.,N.A.,,,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,,N.A.
119,1900,26673,27204,IAS,Shri Urmila Rajoriya ,,PB,Male,N.A.,N.A.,N.A.,Direct Recruitment,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,,N.A.,N.A.,,,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,,N.A.
120,1935,14576,9824,IAS,Ms. Vijaya Shrivastava,Tripura,KL,Male,O.B.C.,Serving,N.A.,Not Available,0,0000-00-00 00:00:00,0000-00-00 00:00:00,Bengali,Lepcha,P.G.,First ,Histology,,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,Foreign assignment,N.A.
121,1900,27094,27684,IAS,Shri Yeshi Wangmo Ringu ,,XX,Male,O.B.C.,N.A.,N.A.,Direct Recruitment,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,,N.A.,N.A.,,,,N.A.,N.A.,0,0.0,0.0,Both,N.A.,,N.A.,N.A.,N.A.,N.A.,N.A.,,N.A.,N.A.,,N.A.
